Copier Margin,Block Number,Cumulative Copier Dividends,Cumulative Average Delegate Dividends,Gini Coefficient,Encryption Window,Encryption Window Length
0,3600360,2585.0,2864.0038136266735,0.0000,1,1
0,3600720,3176.0,3258.225408471714,0.0000,2,1
0,3611520,89788.0,89906.43978561669,0.3185,3,30
0,3629520,149735.0,149887.76987143364,0.2474,4,50
0,3629880,3126.0,3146.36059336796,0.0000,5,1
0,3635280,44901.0,45019.75184937188,0.2821,6,15
0,3649680,119759.0,120132.72462500195,0.3102,7,40
0,3650040,3122.0,3370.975559548147,0.0000,8,1
0,3668040,150265.0,150338.3756806394,0.3045,9,50
0,3700080,267197.0,267453.450457899,0.2491,10,89
0,3700440,3238.0,3256.605630738552,0.0000,11,1
0,3727800,228699.0,228775.5487312226,0.2590,12,76
0.0100000000000000002,3600360,2585.0,2864.0038136266735,0.0000,1,1
0.0100000000000000002,3600720,3176.0,3286.865446607981,0.0000,2,1
0.0100000000000000002,3609360,72612.0,71973.95812809297,0.2161,3,24
0.0100000000000000002,3625560,136127.0,134804.02289045887,0.1372,4,45
0.0100000000000000002,3630240,39178.0,38999.8949160787,0.2303,5,13
0.0100000000000000002,3630600,3178.0,3203.492888117234,0.0000,6,1
0.0100000000000000002,3634920,36337.0,36040.39792578573,0.2146,7,12
0.0100000000000000002,3648600,115147.0,114015.16138965599,0.2682,8,38
0.0100000000000000002,3660120,96847.0,96030.61355411509,0.2303,9,32
0.0100000000000000002,3678840,157801.0,156253.31131494063,0.2532,10,52
0.0100000000000000002,3709080,255002.0,252482.26444877527,0.2251,11,84
0.0100000000000000002,3732120,194514.0,192697.6534734215,0.2069,12,64
0.0200000000000000004,3600360,2585.0,2864.0038136266735,0.0000,1,1
0.0200000000000000004,3600720,3176.0,3315.505484744248,0.0000,2,1
0.0200000000000000004,3607920,61171.0,60037.00238535658,0.1938,3,20
0.0200000000000000004,3616560,73238.0,71902.68341444629,0.1788,4,24
0.0200000000000000004,3631320,125150.0,122878.37358903303,0.2397,5,41
0.0200000000000000004,3631680,3165.0,3178.1619189812627,0.0000,6,1
0.0200000000000000004,3633840,18336.0,18062.306213926255,0.1667,7,6
0.0200000000000000004,3645360,97707.0,96004.70144865129,0.2592,8,32
0.0200000000000000004,3645720,3139.0,3213.6198976185315,0.0000,9,1
0.0200000000000000004,3646080,3194.0,3132.347155669637,0.0000,10,1
0.0200000000000000004,3651840,48937.0,47994.01562016896,0.1368,11,16
0.0200000000000000004,3663360,97704.0,96027.7296053252,0.1946,12,32
0.0200000000000000004,3663720,3202.0,3240.6534499760437,0.0000,13,1
0.0200000000000000004,3697920,290814.0,285265.686270981,0.2047,14,95
0.0200000000000000004,3719880,186969.0,183576.62527844487,0.1770,15,61
0.0200000000000000004,3720240,3233.0,3284.1286711301073,0.0000,16,1
0.0299999999999999989,3600360,2585.0,2864.0038136266735,0.0000,1,1
0.0299999999999999989,3600720,3176.0,3344.145522880515,0.0000,2,1
0.0299999999999999989,3601080,3301.0,3248.9072269907565,0.0000,3,1
0.0299999999999999989,3607200,52242.0,50898.69558120957,0.1700,4,17
0.0299999999999999989,3607560,3183.0,3171.1598288380346,0.0000,5,1
0.0299999999999999989,3615840,70840.0,68899.88416473172,0.1841,6,23
0.0299999999999999989,3630960,129159.0,125850.85224354803,0.2393,7,42
0.0299999999999999989,3631320,3157.0,3459.881576605926,0.0000,8,1
0.0299999999999999989,3631680,3267.0,3394.29393770453,0.0000,9,1
0.0299999999999999989,3632040,3191.0,3220.3852248994367,0.0000,10,1
0.0299999999999999989,3632400,3175.0,3118.079289374638,0.0000,11,1
0.0299999999999999989,3634920,21550.0,21013.005282253933,0.1437,12,7
0.0299999999999999989,3647160,104687.0,101979.19307298033,0.2501,13,34
0.0299999999999999989,3647520,3171.0,3346.1033382987057,0.0000,14,1
0.0299999999999999989,3647880,3216.0,3268.17362414788,0.0000,15,1
0.0299999999999999989,3648240,3233.0,3142.1154717982686,0.0000,16,1
0.0299999999999999989,3655800,64798.0,62972.09620465398,0.2173,17,21
0.0299999999999999989,3662640,58729.0,57052.890222375594,0.2205,18,19
0.0299999999999999989,3695400,281089.0,273064.6412896962,0.2056,19,91
0.0299999999999999989,3695760,3257.0,3167.2731062941884,0.0000,20,1
0.0299999999999999989,3704760,77399.0,75191.77326940645,0.1642,21,25
0.0299999999999999989,3719160,123866.0,120393.06765116923,0.1684,22,40
0.0299999999999999989,3719520,3183.0,3146.352381521005,0.0000,23,1
0.04000000000000000083,3600360,2585.0,2864.0038136266735,0.0000,1,1
0.04000000000000000083,3600720,3176.0,3372.7855610167812,0.0000,2,1
0.04000000000000000083,3601080,3301.0,3312.1343218812794,0.0000,3,1
0.04000000000000000083,3606120,43567.0,41998.610227415804,0.1994,4,14
0.04000000000000000083,3606480,3196.0,3098.181578419893,0.0000,5,1
0.04000000000000000083,3614760,71428.0,68811.86301387569,0.2234,6,23
